Review_ID,Product_ID,Review_Text,Star_Rating,Cleaned_Review,Predicted_Sentiment,Confidence_Score
458,PROD_373,   Amazing value for money. Really impressed with the build quality   ,2,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
459,PROD_265,<br>Best product in this price range hands down 👍👍<br>,3,best product in this price range hands down,NEGATIVE,0.6948
460,PROD_201,"Very bad quality, plastic feels cheap will break easily<p>",1,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
461,PROD_790," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
462,PROD_145,"   Outstanding quality, arrived on time and works perfectly   ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
463,PROD_341,"Worst product i have ever bought, avoid at all costs</p>",4,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
464,PROD_900,   Love the design and it works exactly as described   ,1,love the design and it works exactly as described,POSITIVE,0.9999
465,PROD_688,   10/10 would buy again. customer service was also helpful   ,4,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
466,PROD_293,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
467,PROD_242,<b>Worst purchase ever</b> do not buy this garbage</p>,2,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
468,PROD_404,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",3,excellent product highly recommended to everyone,POSITIVE,0.9998
469,PROD_108,<br>5 stars!! best purchase i made this year<br>,1,5 stars!! best purchase i made this year,POSITIVE,0.9995
470,PROD_652,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",2,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
471,PROD_939,"Product is okay, nothing special but does the job",2,"product is okay, nothing special but does the job",POSITIVE,0.9979
472,PROD_417,"Complete scam, returned it immediately. 0 stars  ",3,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
473,PROD_183,<br>Amazing value for money. Really impressed with the build quality<br>,4,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
474,PROD_509,Do not buy this!! total waste of time and money</p>,3,do not buy this!! total waste of time and money,NEGATIVE,0.9998
475,PROD_973,"  
  Packaging was great and product works flawlessly  
  ",3,packaging was great and product works flawlessly,POSITIVE,0.9999
476,PROD_186,"Disappointed with the product, not as described at all  ",4,"disappointed with the product, not as described at all",NEGATIVE,0.9998
477,PROD_342,"   Outstanding quality, arrived on time and works perfectly   ",2,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
478,PROD_455," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",5,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
479,PROD_408,<br>Love the design and it works exactly as described<br>,3,love the design and it works exactly as described,POSITIVE,0.9999
480,PROD_822, &nbsp; 10/10 would buy again. customer service was also helpful &nbsp; ,5,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
481,PROD_972,"Product is okay, nothing special but does the job",3,"product is okay, nothing special but does the job",POSITIVE,0.9979
482,PROD_854,<b>Worst purchase ever</b> do not buy this garbage</p>,3,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
483,PROD_306, &nbsp; <p>Excellent product</p> highly recommended to everyone &nbsp; ,1,excellent product highly recommended to everyone,POSITIVE,0.9998
484,PROD_916,"Decent product, shipping was slow though",5,"decent product, shipping was slow though",NEGATIVE,0.988
485,PROD_123,"Poor quality, feels very cheap. Not worth it at all<p>",4,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
486,PROD_463,Arrived broken and customer support was useless 😤  ,4,arrived broken and customer support was useless,NEGATIVE,0.9998
487,PROD_788,"Complete scam, returned it immediately. 0 stars</p>",3,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
488,PROD_349,"Horrible experience, packaging was damaged and product broken  ",5,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
489,PROD_677,"  
  Best product in this price range hands down 👍👍  
  ",2,best product in this price range hands down,NEGATIVE,0.6948
490,PROD_854,"Very bad quality, plastic feels cheap will break easily&amp;",3,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
491,PROD_367,"   Really good product, will definitely recommend to friends   ",3,"really good product, will definitely recommend to friends",POSITIVE,0.9999
492,PROD_120,"Stopped working after 3 days, very poor build quality  ",1,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
493,PROD_199,"  
  Totally worth the price, very satisfied customer here  
  ",2,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
494,PROD_101, &nbsp; Love the design and it works exactly as described &nbsp; ,5,love the design and it works exactly as described,POSITIVE,0.9999
495,PROD_652,"Not bad not great, somewhere in the middle i think",4,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
496,PROD_603, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,1,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
497,PROD_937,<b>Worst purchase ever</b> do not buy this garbage&amp;,1,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
498,PROD_127,   <p>Excellent product</p> highly recommended to everyone   ,2,excellent product highly recommended to everyone,POSITIVE,0.9998
499,PROD_360,"Neither good nor bad, just an okay product overall",1,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
500,PROD_775,"Poor quality, feels very cheap. Not worth it at all  ",5,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
501,PROD_494,<br>Super fast delivery and product quality is top notch!!<br>,2,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
502,PROD_691," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",2,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
503,PROD_961,"  
  Amazing value for money. Really impressed with the build quality  
  ",1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
504,PROD_875,"  
  Best product in this price range hands down 👍👍  
  ",3,best product in this price range hands down,NEGATIVE,0.6948
505,PROD_412,"Not bad not great, somewhere in the middle i think",4,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
506,PROD_786,"<br>Really good product, will definitely recommend to friends<br>",5,"really good product, will definitely recommend to friends",POSITIVE,0.9999
507,PROD_596,"Stopped working after 3 days, very poor build quality<p>",4,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
508,PROD_818,"<br>Totally worth the price, very satisfied customer here<br>",4,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
509,PROD_981,Terrible!! arrived late and was completely broken  ,2,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
510,PROD_119,   10/10 would buy again. customer service was also helpful   ,2,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
511,PROD_134,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,5,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
512,PROD_936,"Average quality for the price, expected a bit more",1,"average quality for the price, expected a bit more",NEGATIVE,0.9857
513,PROD_111,"Very disappointed, product looks nothing like the pictures</p>",2,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
514,PROD_315, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,3,5 stars!! best purchase i made this year,POSITIVE,0.9995
515,PROD_316," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",2,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
516,PROD_138,It works but nothing to write home about really,3,it works but nothing to write home about really,NEGATIVE,0.9941
517,PROD_393,"  
  I love this so much, exceeded my expectations completely  
  ",4,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
518,PROD_912, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,4,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
519,PROD_991,Do not buy this!! total waste of time and money</p>,2,do not buy this!! total waste of time and money,NEGATIVE,0.9998
520,PROD_875,<br>Packaging was great and product works flawlessly<br>,5,packaging was great and product works flawlessly,POSITIVE,0.9999
521,PROD_594,"   Really good product, will definitely recommend to friends   ",2,"really good product, will definitely recommend to friends",POSITIVE,0.9999
522,PROD_317,"Stopped working after 3 days, very poor build quality&amp;",3,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
523,PROD_244,"Worst product i have ever bought, avoid at all costs</p>",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
524,PROD_843,"Decent product, shipping was slow though",1,"decent product, shipping was slow though",NEGATIVE,0.988
525,PROD_444,"  
  10/10 would buy again. customer service was also helpful  
  ",4,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
526,PROD_386,Terrible product!! broke after 2 days of use 😡&amp;,5,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
527,PROD_701,<b>Worst purchase ever</b> do not buy this garbage<p>,4,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
528,PROD_674,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",1,excellent product highly recommended to everyone,POSITIVE,0.9998
529,PROD_188,"Neither good nor bad, just an okay product overall",5,"neither good nor bad, just an okay product overall",NEGATIVE,0.9634
530,PROD_258,"Poor quality, feels very cheap. Not worth it at all<p>",1,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
531,PROD_480, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
532,PROD_581,"Complete scam, returned it immediately. 0 stars</p>",2,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
533,PROD_378,"Its fine i guess, works as expected nothing more",3,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
534,PROD_740,"Decent product, shipping was slow though",1,"decent product, shipping was slow though",NEGATIVE,0.988
535,PROD_175,   Packaging was great and product works flawlessly   ,2,packaging was great and product works flawlessly,POSITIVE,0.9999
536,PROD_927,"   Really good product, will definitely recommend to friends   ",5,"really good product, will definitely recommend to friends",POSITIVE,0.9999
537,PROD_835,"   Outstanding quality, arrived on time and works perfectly   ",1,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
538,PROD_366," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",3,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
539,PROD_941, &nbsp; Love the design and it works exactly as described &nbsp; ,2,love the design and it works exactly as described,POSITIVE,0.9999
540,PROD_184,<br>10/10 would buy again. customer service was also helpful<br>,2,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
541,PROD_549,"Product is okay, nothing special but does the job",4,"product is okay, nothing special but does the job",POSITIVE,0.9979
542,PROD_764," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
543,PROD_392,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",4,excellent product highly recommended to everyone,POSITIVE,0.9998
544,PROD_442,<br>5 stars!! best purchase i made this year<br>,2,5 stars!! best purchase i made this year,POSITIVE,0.9995
545,PROD_120,"Poor quality, feels very cheap. Not worth it at all&amp;",3,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
546,PROD_216,<br>Super fast delivery and product quality is top notch!!<br>,4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
547,PROD_903,"Okay product, will see how long it lasts",3,"okay product, will see how long it lasts",POSITIVE,0.8317
548,PROD_888,"  
  Amazing value for money. Really impressed with the build quality  
  ",5,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
549,PROD_433, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,5,best product in this price range hands down,NEGATIVE,0.6948
550,PROD_663,"Very bad quality, plastic feels cheap will break easily<p>",3,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
551,PROD_255,"Product is okay, nothing special but does the job",3,"product is okay, nothing special but does the job",POSITIVE,0.9979
552,PROD_519,"Stopped working after 3 days, very poor build quality</p>",2,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
553,PROD_743,"   Totally worth the price, very satisfied customer here   ",2,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
554,PROD_362,<br>Love the design and it works exactly as described<br>,4,love the design and it works exactly as described,POSITIVE,0.9999
555,PROD_258,   10/10 would buy again. customer service was also helpful   ,1,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
556,PROD_135,Terrible product!! broke after 2 days of use 😡</p>,4,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
557,PROD_921,"<br>Great quality, fast shipping. Will buy again!!<br>",1,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
558,PROD_461,   <p>Excellent product</p> highly recommended to everyone   ,3,excellent product highly recommended to everyone,POSITIVE,0.9998
559,PROD_217, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,5,5 stars!! best purchase i made this year,POSITIVE,0.9995
560,PROD_125,Meets basic requirements but quality could be better,1,meets basic requirements but quality could be better,NEGATIVE,0.9616
561,PROD_477,Arrived broken and customer support was useless 😤  ,1,arrived broken and customer support was useless,NEGATIVE,0.9998
562,PROD_683,"Average quality for the price, expected a bit more",1,"average quality for the price, expected a bit more",NEGATIVE,0.9857
563,PROD_679,   Amazing value for money. Really impressed with the build quality   ,2,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
564,PROD_159,Do not buy this!! total waste of time and money  ,2,do not buy this!! total waste of time and money,NEGATIVE,0.9998
565,PROD_775,"Not bad not great, somewhere in the middle i think",2,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
566,PROD_680," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
567,PROD_772,"Stopped working after 3 days, very poor build quality</p>",5,"stopped working after 3 days, very poor build quality",NEGATIVE,0.9997
568,PROD_904,"  
  Totally worth the price, very satisfied customer here  
  ",3,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
569,PROD_622,Terrible!! arrived late and was completely broken  ,2,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
570,PROD_608,   10/10 would buy again. customer service was also helpful   ,1,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
571,PROD_419, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
572,PROD_934,<b>Worst purchase ever</b> do not buy this garbage</p>,2,worst purchase ever do not buy this garbage,NEGATIVE,0.9995
573,PROD_852,<br><p>Excellent product</p> highly recommended to everyone<br>,3,excellent product highly recommended to everyone,POSITIVE,0.9998
574,PROD_799,"Decent product, shipping was slow though",3,"decent product, shipping was slow though",NEGATIVE,0.988
575,PROD_653,"Poor quality, feels very cheap. Not worth it at all</p>",5,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
576,PROD_840,"  
  Super fast delivery and product quality is top notch!!  
  ",1,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
577,PROD_747,"Complete scam, returned it immediately. 0 stars<p>",1,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
578,PROD_807,   Amazing value for money. Really impressed with the build quality   ,5,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
579,PROD_616,Do not buy this!! total waste of time and money</p>,4,do not buy this!! total waste of time and money,NEGATIVE,0.9998
580,PROD_875,   Packaging was great and product works flawlessly   ,2,packaging was great and product works flawlessly,POSITIVE,0.9999
581,PROD_480,"Disappointed with the product, not as described at all  ",2,"disappointed with the product, not as described at all",NEGATIVE,0.9998
582,PROD_229," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
583,PROD_902,"Worst product i have ever bought, avoid at all costs<p>",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
584,PROD_363,"  
  Love the design and it works exactly as described  
  ",4,love the design and it works exactly as described,POSITIVE,0.9999
585,PROD_944,   10/10 would buy again. customer service was also helpful   ,5,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
586,PROD_410,Terrible product!! broke after 2 days of use 😡<p>,2,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
587,PROD_154,"   Great quality, fast shipping. Will buy again!!   ",4,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
588,PROD_747,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",4,excellent product highly recommended to everyone,POSITIVE,0.9998
589,PROD_336, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,4,5 stars!! best purchase i made this year,POSITIVE,0.9995
590,PROD_729,Meets basic requirements but quality could be better,5,meets basic requirements but quality could be better,NEGATIVE,0.9616
591,PROD_463,Arrived broken and customer support was useless 😤  ,1,arrived broken and customer support was useless,NEGATIVE,0.9998
592,PROD_248,"Average quality for the price, expected a bit more",4,"average quality for the price, expected a bit more",NEGATIVE,0.9857
593,PROD_555,"Horrible experience, packaging was damaged and product broken</p>",1,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
594,PROD_649,Do not buy this!! total waste of time and money  ,4,do not buy this!! total waste of time and money,NEGATIVE,0.9998
595,PROD_903,"Very bad quality, plastic feels cheap will break easily</p>",1,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
596,PROD_677,"   Really good product, will definitely recommend to friends   ",1,"really good product, will definitely recommend to friends",POSITIVE,0.9999
597,PROD_860,"<br>Outstanding quality, arrived on time and works perfectly<br>",1,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
598,PROD_279,"Worst product i have ever bought, avoid at all costs&amp;",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
599,PROD_361,Terrible!! arrived late and was completely broken&amp;,3,terrible!! arrived late and was completely broken,NEGATIVE,0.9997
600,PROD_441,"Not recommended at all, save your money for something better&amp;",4,"not recommended at all, save your money for something better",NEGATIVE,0.9997
601,PROD_589,"Product is okay, nothing special but does the job",4,"product is okay, nothing special but does the job",POSITIVE,0.9979
602,PROD_141,"Average quality for the price, expected a bit more",2,"average quality for the price, expected a bit more",NEGATIVE,0.9857
603,PROD_315,"Very disappointed, product looks nothing like the pictures</p>",2,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
604,PROD_233,"Decent product, shipping was slow though",3,"decent product, shipping was slow though",NEGATIVE,0.988
605,PROD_625,"Poor quality, feels very cheap. Not worth it at all  ",1,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
606,PROD_677,<br>Super fast delivery and product quality is top notch!!<br>,3,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
607,PROD_305,"Complete scam, returned it immediately. 0 stars</p>",4,"complete scam, returned it immediately. 0 stars",NEGATIVE,0.796
608,PROD_636,"Horrible experience, packaging was damaged and product broken</p>",2,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
609,PROD_388, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,4,best product in this price range hands down,NEGATIVE,0.6948
610,PROD_209,"Very bad quality, plastic feels cheap will break easily<p>",5,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
611,PROD_124,"<br>Really good product, will definitely recommend to friends<br>",5,"really good product, will definitely recommend to friends",POSITIVE,0.9999
612,PROD_636,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
613,PROD_899,"  
  Totally worth the price, very satisfied customer here  
  ",4,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
614,PROD_631, &nbsp; Love the design and it works exactly as described &nbsp; ,2,love the design and it works exactly as described,POSITIVE,0.9999
615,PROD_489,<br>10/10 would buy again. customer service was also helpful<br>,5,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
616,PROD_159, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
617,PROD_566,"   Great quality, fast shipping. Will buy again!!   ",2,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
618,PROD_481, &nbsp; <p>Excellent product</p> highly recommended to everyone &nbsp; ,3,excellent product highly recommended to everyone,POSITIVE,0.9998
619,PROD_155,Waste of money!! stopped working after one week&amp;,1,waste of money!! stopped working after one week,NEGATIVE,0.9998
620,PROD_198,"   Works perfectly fine, very happy with this purchase &amp;   ",5,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
621,PROD_593, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,3,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
622,PROD_863,"  
  I love this so much, exceeded my expectations completely  
  ",1,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
623,PROD_651,"Horrible experience, packaging was damaged and product broken&amp;",1,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
624,PROD_919,"  
  Best product in this price range hands down 👍👍  
  ",5,best product in this price range hands down,NEGATIVE,0.6948
625,PROD_521,"Very bad quality, plastic feels cheap will break easily  ",2,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
626,PROD_802,"  
  Really good product, will definitely recommend to friends  
  ",5,"really good product, will definitely recommend to friends",POSITIVE,0.9999
627,PROD_191,"<br>Outstanding quality, arrived on time and works perfectly<br>",5,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
628,PROD_609,"   Totally worth the price, very satisfied customer here   ",2,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
629,PROD_345,   Love the design and it works exactly as described   ,5,love the design and it works exactly as described,POSITIVE,0.9999
630,PROD_987,"Not recommended at all, save your money for something better</p>",5,"not recommended at all, save your money for something better",NEGATIVE,0.9997
631,PROD_341,   This product is absolutely amazing! Loved every bit of it 😍   ,5,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
632,PROD_437,"Average quality for the price, expected a bit more",5,"average quality for the price, expected a bit more",NEGATIVE,0.9857
633,PROD_263,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
634,PROD_494,"  
  5 stars!! best purchase i made this year  
  ",5,5 stars!! best purchase i made this year,POSITIVE,0.9995
635,PROD_282,"Not bad not great, somewhere in the middle i think",5,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
636,PROD_645,"  
  Super fast delivery and product quality is top notch!!  
  ",4,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
637,PROD_843," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",3,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
638,PROD_521,"  
  Amazing value for money. Really impressed with the build quality  
  ",2,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
639,PROD_724,Do not buy this!! total waste of time and money<p>,1,do not buy this!! total waste of time and money,NEGATIVE,0.9998
640,PROD_492,"  
  Packaging was great and product works flawlessly  
  ",1,packaging was great and product works flawlessly,POSITIVE,0.9999
641,PROD_659,"Disappointed with the product, not as described at all  ",5,"disappointed with the product, not as described at all",NEGATIVE,0.9998
642,PROD_925," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
643,PROD_814,"Worst product i have ever bought, avoid at all costs  ",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
644,PROD_299, &nbsp; Love the design and it works exactly as described &nbsp; ,1,love the design and it works exactly as described,POSITIVE,0.9999
645,PROD_954,"Not recommended at all, save your money for something better  ",5,"not recommended at all, save your money for something better",NEGATIVE,0.9997
646,PROD_548,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",5,this product is absolutely amazing! loved every bit of it,POSITIVE,0.9999
647,PROD_604,"  
  Great quality, fast shipping. Will buy again!!  
  ",3,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
648,PROD_507,"Very disappointed, product looks nothing like the pictures&amp;",3,"very disappointed, product looks nothing like the pictures",NEGATIVE,0.9996
649,PROD_247,   5 stars!! best purchase i made this year   ,5,5 stars!! best purchase i made this year,POSITIVE,0.9995
650,PROD_465,"<br>Works perfectly fine, very happy with this purchase &amp;<br>",4,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
651,PROD_310,<br>Super fast delivery and product quality is top notch!!<br>,3,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
652,PROD_541,"<br>I love this so much, exceeded my expectations completely<br>",5,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
653,PROD_451,"Horrible experience, packaging was damaged and product broken</p>",2,"horrible experience, packaging was damaged and product broken",NEGATIVE,0.9998
654,PROD_467,"  
  Best product in this price range hands down 👍👍  
  ",4,best product in this price range hands down,NEGATIVE,0.6948
655,PROD_747,"Not bad not great, somewhere in the middle i think",1,"not bad not great, somewhere in the middle i think",NEGATIVE,0.9925
656,PROD_562,It works but nothing to write home about really,2,it works but nothing to write home about really,NEGATIVE,0.9941
657,PROD_481,"  
  Outstanding quality, arrived on time and works perfectly  
  ",4,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
658,PROD_316,"Worst product i have ever bought, avoid at all costs<p>",2,"worst product i have ever bought, avoid at all costs",NEGATIVE,0.9998
659,PROD_469,<br>Love the design and it works exactly as described<br>,2,love the design and it works exactly as described,POSITIVE,0.9999
660,PROD_958,"Not recommended at all, save your money for something better  ",2,"not recommended at all, save your money for something better",NEGATIVE,0.9997
661,PROD_259,Terrible product!! broke after 2 days of use 😡<p>,4,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
662,PROD_882," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",1,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
663,PROD_282,"Its fine i guess, works as expected nothing more",1,"its fine i guess, works as expected nothing more",POSITIVE,0.9946
664,PROD_945,<br>5 stars!! best purchase i made this year<br>,4,5 stars!! best purchase i made this year,POSITIVE,0.9995
665,PROD_889," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",4,"works perfectly fine, very happy with this purchase",POSITIVE,0.9999
666,PROD_271,   Super fast delivery and product quality is top notch!!   ,3,super fast delivery and product quality is top notch!!,POSITIVE,0.9998
667,PROD_987,"Okay product, will see how long it lasts",5,"okay product, will see how long it lasts",POSITIVE,0.8317
668,PROD_321,"  
  Amazing value for money. Really impressed with the build quality  
  ",1,amazing value for money. really impressed with the build quality,POSITIVE,0.9999
669,PROD_629,<br>Best product in this price range hands down 👍👍<br>,5,best product in this price range hands down,NEGATIVE,0.6948
670,PROD_737,"Very bad quality, plastic feels cheap will break easily<p>",4,"very bad quality, plastic feels cheap will break easily",NEGATIVE,0.9997
671,PROD_697,"  
  Really good product, will definitely recommend to friends  
  ",3,"really good product, will definitely recommend to friends",POSITIVE,0.9999
672,PROD_896,"  
  Outstanding quality, arrived on time and works perfectly  
  ",5,"outstanding quality, arrived on time and works perfectly",POSITIVE,0.9999
673,PROD_312,"   Totally worth the price, very satisfied customer here   ",4,"totally worth the price, very satisfied customer here",POSITIVE,0.9998
674,PROD_706,"Decent product, shipping was slow though",3,"decent product, shipping was slow though",NEGATIVE,0.988
675,PROD_560,"  
  10/10 would buy again. customer service was also helpful  
  ",3,10/10 would buy again. customer service was also helpful,POSITIVE,0.997
676,PROD_795,Terrible product!! broke after 2 days of use 😡<p>,3,terrible product!! broke after 2 days of use,NEGATIVE,0.9997
677,PROD_122,"<br>Great quality, fast shipping. Will buy again!!<br>",5,"great quality, fast shipping. will buy again!!",POSITIVE,0.9997
678,PROD_466,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",1,excellent product highly recommended to everyone,POSITIVE,0.9998
679,PROD_235,Waste of money!! stopped working after one week&amp;,2,waste of money!! stopped working after one week,NEGATIVE,0.9998
680,PROD_228,"Poor quality, feels very cheap. Not worth it at all  ",4,"poor quality, feels very cheap. not worth it at all",NEGATIVE,0.9998
681,PROD_203,Arrived broken and customer support was useless 😤<p>,3,arrived broken and customer support was useless,NEGATIVE,0.9998
682,PROD_965," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",3,"i love this so much, exceeded my expectations completely",POSITIVE,0.9999
